%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1680006415757782597,16539,1680006415757508131,j2s6s300_link_base,-0.38791877031326294,-0.4415094554424286,-0.01528380811214447,0.4794352054595947,0.8767673969268799,-0.012805841863155365,0.03545008972287178
1680006415856513603,16540,1680006415856409697,j2s6s300_link_base,-0.38791877031326294,-0.4415094554424286,-0.01528380811214447,0.4794352054595947,0.8767673969268799,-0.012805841863155365,0.03545008972287178
1680006415956508459,16541,1680006415956412979,j2s6s300_link_base,-0.38791877031326294,-0.4415094554424286,-0.01528380811214447,0.4794352054595947,0.8767673969268799,-0.012805841863155365,0.03545008972287178
1680006416056510966,16542,1680006416056414227,j2s6s300_link_base,-0.38791877031326294,-0.4415094554424286,-0.01528380811214447,0.4794352054595947,0.8767673969268799,-0.012805841863155365,0.03545008972287178
1680006416156509364,16543,1680006416156414638,j2s6s300_link_base,-0.38791877031326294,-0.4415094554424286,-0.01528380811214447,0.4794352054595947,0.8767673969268799,-0.012805841863155365,0.03545008972287178
1680006416256506223,16544,1680006416256413857,j2s6s300_link_base,-0.38791877031326294,-0.4415094554424286,-0.01528380811214447,0.4794352054595947,0.8767673969268799,-0.012805841863155365,0.03545008972287178
1680006416356541632,16545,1680006416356414776,j2s6s300_link_base,-0.38791877031326294,-0.4415094554424286,-0.01528380811214447,0.4794352054595947,0.8767673969268799,-0.012805841863155365,0.03545008972287178
1680006416456512025,16546,1680006416456415513,j2s6s300_link_base,-0.38791877031326294,-0.4415094554424286,-0.01528380811214447,0.4794352054595947,0.8767673969268799,-0.012805841863155365,0.03545008972287178
1680006416556540402,16547,1680006416556413860,j2s6s300_link_base,-0.38791877031326294,-0.4415094554424286,-0.01528380811214447,0.4794352054595947,0.8767673969268799,-0.012805841863155365,0.03545008972287178
1680006416656603151,16548,1680006416656447013,j2s6s300_link_base,-0.38791877031326294,-0.4415094554424286,-0.01528380811214447,0.4794352054595947,0.8767673969268799,-0.012805841863155365,0.03545008972287178
1680006416756558680,16549,1680006416756453533,j2s6s300_link_base,-0.38791877031326294,-0.4415094554424286,-0.01528380811214447,0.4794352054595947,0.8767673969268799,-0.012805841863155365,0.03545008972287178
1680006416856569754,16550,1680006416856447879,j2s6s300_link_base,-0.38791877031326294,-0.4415094554424286,-0.01528380811214447,0.4794352054595947,0.8767673969268799,-0.012805841863155365,0.03545008972287178
1680006416956615587,16551,1680006416956446993,j2s6s300_link_base,-0.38791877031326294,-0.4415094554424286,-0.01528380811214447,0.4794352054595947,0.8767673969268799,-0.012805841863155365,0.03545008972287178
1680006417056595795,16552,1680006417056451694,j2s6s300_link_base,-0.38792920112609863,-0.4415017068386078,-0.01528303325176239,0.4794447124004364,0.8767622709274292,-0.012806838378310204,0.03544994443655014
1680006417156558803,16553,1680006417156417416,j2s6s300_link_base,-0.38796401023864746,-0.44146808981895447,-0.015286430716514587,0.47948113083839417,0.8767423629760742,-0.012804905883967876,0.035450324416160583
1680006417256554002,16554,1680006417256417005,j2s6s300_link_base,-0.38795655965805054,-0.4414535462856293,-0.015316799283027649,0.4794854521751404,0.876740038394928,-0.012779575772583485,0.03545735031366348
1680006417356608942,16555,1680006417356416581,j2s6s300_link_base,-0.387865275144577,-0.4413617253303528,-0.01557786762714386,0.4794921278953552,0.8767370581626892,-0.012565317563712597,0.035516828298568726
1680006417456697165,16556,1680006417456459896,j2s6s300_link_base,-0.3877986669540405,-0.44129478931427,-0.015765517950057983,0.47949668765068054,0.8767350316047668,-0.012410299852490425,0.035559847950935364
1680006417558612828,16557,1680006417558442302,j2s6s300_link_base,-0.3875676989555359,-0.44104889035224915,-0.01644463837146759,0.47952085733413696,0.8767232298851013,-0.011853165924549103,0.035714663565158844
1680006417656700470,16558,1680006417656442936,j2s6s300_link_base,-0.38707435131073,-0.44054508209228516,-0.01785781979560852,0.47955945134162903,0.8767037987709045,-0.010693413205444813,0.03603660315275192
1680006417756586317,16559,1680006417756436807,j2s6s300_link_base,-0.38615915179252625,-0.4396038055419922,-0.020464420318603516,0.4796324372291565,0.8766627907752991,-0.008548371493816376,0.03663218766450882
1680006417856616819,16560,1680006417856438552,j2s6s300_link_base,-0.3846166431903839,-0.4380306005477905,-0.024777919054031372,0.4797413945198059,0.876588761806488,-0.004989226348698139,0.037619806826114655
1680006417956586658,16561,1680006417956431667,j2s6s300_link_base,-0.3829120099544525,-0.4362558424472809,-0.029551774263381958,0.4798734486103058,0.8764827251434326,-0.001057373359799385,0.03870996832847595
1680006418057577214,16562,1680006418057428671,j2s6s300_link_base,-0.3819500505924225,-0.4352512061595917,-0.03254696726799011,0.4799492359161377,0.8764121532440186,0.0012715794146060944,0.0393553227186203
1680006418156646517,16563,1680006418156481082,j2s6s300_link_base,-0.38115888833999634,-0.4344288408756256,-0.03470084071159363,0.48000368475914,0.8763555288314819,0.0030565597116947174,0.03985002636909485
1680006418256617885,16564,1680006418256484392,j2s6s300_link_base,-0.3809959292411804,-0.434242308139801,-0.03554655611515045,0.4800336956977844,0.8763339519500732,0.0034384876489639282,0.03993169218301773
1680006418356576355,16565,1680006418356438806,j2s6s300_link_base,-0.38250648975372314,-0.435542494058609,-0.03636804223060608,0.48022663593292236,0.8762959837913513,-0.00019691884517669678,0.03857051953673363
1680006418456607078,16566,1680006418456466787,j2s6s300_link_base,-0.3838617205619812,-0.43671026825904846,-0.03699135780334473,0.4803887903690338,0.8762528896331787,-0.0034572649747133255,0.03735506534576416
1680006418556582976,16567,1680006418556483496,j2s6s300_link_base,-0.38486772775650024,-0.43758541345596313,-0.03753252327442169,0.4805029630661011,0.876215934753418,-0.005899668671190739,0.03643842786550522
1680006418656583197,16568,1680006418656462423,j2s6s300_link_base,-0.3852974772453308,-0.4379308521747589,-0.038317322731018066,0.48058220744132996,0.8761829137802124,-0.00698186457157135,0.03599412739276886
1680006418756697831,16569,1680006418756455797,j2s6s300_link_base,-0.3850652575492859,-0.4376285672187805,-0.0399499237537384,0.48066234588623047,0.8761404156684875,-0.006530419923365116,0.0360434427857399
1680006418856618458,16570,1680006418856487647,j2s6s300_link_base,-0.384455144405365,-0.4369596540927887,-0.04246339201927185,0.4807526767253876,0.8760877847671509,-0.005274645984172821,0.03632107377052307
1680006418956610061,16571,1680006418956448647,j2s6s300_link_base,-0.38401472568511963,-0.436386376619339,-0.04568469524383545,0.48090657591819763,0.876005232334137,-0.004483201541006565,0.03638113662600517
1680006419056618242,16572,1680006419056465046,j2s6s300_link_base,-0.3838749825954437,-0.43615859746932983,-0.04767310619354248,0.48100438714027405,0.8759546279907227,-0.004237797111272812,0.03633724898099899
1680006419156580874,16573,1680006419156451405,j2s6s300_link_base,-0.38361260294914246,-0.43585848808288574,-0.049053043127059937,0.4810545742511749,0.8759248852729797,-0.003664003685116768,0.036453694105148315
1680006419256571309,16574,1680006419256440089,j2s6s300_link_base,-0.3833659589290619,-0.4355999231338501,-0.04992000758647919,0.4810795187950134,0.8759081363677979,-0.003168701194226742,0.03657152131199837
1680006419356582206,16575,1680006419356448721,j2s6s300_link_base,-0.3833092153072357,-0.4355272650718689,-0.050330281257629395,0.48109808564186096,0.8758978843688965,-0.003067990764975548,0.03657952696084976
1680006419456608404,16576,1680006419456488108,j2s6s300_link_base,-0.3831705152988434,-0.4353771507740021,-0.05084061622619629,0.4811151325702667,0.875886857509613,-0.0027903690934181213,0.036643631756305695
1680006419556590790,16577,1680006419556487969,j2s6s300_link_base,-0.38344788551330566,-0.43559354543685913,-0.05125819146633148,0.4811666011810303,0.8758677244186401,-0.0034821294248104095,0.03636477142572403
1680006419656680377,16578,1680006419656488272,j2s6s300_link_base,-0.38554129004478455,-0.43742990493774414,-0.05140171945095062,0.4813532531261444,0.8758044242858887,-0.008461943827569485,0.034556008875370026
1680006419756613936,16579,1680006419756467093,j2s6s300_link_base,-0.3874836266040802,-0.43913617730140686,-0.05155070126056671,0.48151275515556335,0.8757245540618896,-0.013094039633870125,0.032869305461645126
1680006419856678550,16580,1680006419856492213,j2s6s300_link_base,-0.3882977068424225,-0.4400092363357544,-0.05175076425075531,0.4814970791339874,0.8757277727127075,-0.015272935852408409,0.03206595033407211
1680006419956612209,16581,1680006419956490579,j2s6s300_link_base,-0.3887997269630432,-0.44047027826309204,-0.051926806569099426,0.4815278947353363,0.8757049441337585,-0.016521885991096497,0.031600892543792725
1680006420056653441,16582,1680006420056488383,j2s6s300_link_base,-0.3887295126914978,-0.440339058637619,-0.05315883457660675,0.4815919101238251,0.8756731748580933,-0.016486693173646927,0.03152523934841156
1680006420156579376,16583,1680006420156483061,j2s6s300_link_base,-0.387903094291687,-0.43943414092063904,-0.056219711899757385,0.4817070960998535,0.875625491142273,-0.014862761832773685,0.03189440071582794
1680006420256627711,16584,1680006420256494591,j2s6s300_link_base,-0.3869275152683258,-0.43837717175483704,-0.05958196520805359,0.4818273186683655,0.8755732774734497,-0.012946370989084244,0.032346103340387344
1680006420356594363,16585,1680006420356483781,j2s6s300_link_base,-0.38616445660591125,-0.43757888674736023,-0.06170359253883362,0.4818916916847229,0.8755441904067993,-0.011401982977986336,0.03275229409337044
1680006420456644236,16586,1680006420456480910,j2s6s300_link_base,-0.38573622703552246,-0.43712276220321655,-0.06300294399261475,0.48193418979644775,0.8755234479904175,-0.010549544356763363,0.0329672209918499
1680006420556608070,16587,1680006420556483050,j2s6s300_link_base,-0.38642680644989014,-0.43768996000289917,-0.06368771195411682,0.4820244312286377,0.8754764199256897,-0.012267973273992538,0.03229542821645737
1680006420656607621,16588,1680006420656456869,j2s6s300_link_base,-0.3878040909767151,-0.4388863742351532,-0.06414210796356201,0.48214200139045715,0.8754034638404846,-0.015601612627506256,0.031053483486175537
1680006420756618495,16589,1680006420756454012,j2s6s300_link_base,-0.3884248435497284,-0.4394451081752777,-0.06453599035739899,0.4821871221065521,0.8753703236579895,-0.017177635803818703,0.030452344566583633
1680006420856614764,16590,1680006420856455965,j2s6s300_link_base,-0.3888159394264221,-0.4397893249988556,-0.06469686329364777,0.48221680521965027,0.8753470778465271,-0.018138937652111053,0.030091509222984314
1680006420956590695,16591,1680006420956454928,j2s6s300_link_base,-0.38898545503616333,-0.43993744254112244,-0.06493306159973145,0.48223382234573364,0.8753344416618347,-0.018584318459033966,0.029912931844592094
1680006421056572177,16592,1680006421056449380,j2s6s300_link_base,-0.3889841139316559,-0.43992650508880615,-0.06532324850559235,0.48224908113479614,0.87532639503479,-0.018648266792297363,0.029862385243177414
1680006421156629070,16593,1680006421156492600,j2s6s300_link_base,-0.3887590169906616,-0.43970486521720886,-0.06622608006000519,0.4822675287723541,0.8753218650817871,-0.01824723556637764,0.02994457259774208
1680006421256626124,16594,1680006421256489050,j2s6s300_link_base,-0.38931357860565186,-0.4402376115322113,-0.06683486700057983,0.4822912812232971,0.875296950340271,-0.019648287445306778,0.02939923107624054
1680006421356599332,16595,1680006421356494706,j2s6s300_link_base,-0.39006099104881287,-0.44093069434165955,-0.06730188429355621,0.4823285639286041,0.8752559423446655,-0.02153020165860653,0.028684254735708237
1680006421456650869,16596,1680006421456489365,j2s6s300_link_base,-0.3905452489852905,-0.44134360551834106,-0.06758134067058563,0.4823704957962036,0.8752174377441406,-0.02272096648812294,0.028230728581547737
1680006421556610886,16597,1680006421556490842,j2s6s300_link_base,-0.39090293645858765,-0.4416446089744568,-0.06790100038051605,0.4824053943157196,0.8751856088638306,-0.023621462285518646,0.02787964791059494
1680006421656589058,16598,1680006421656465846,j2s6s300_link_base,-0.3914821445941925,-0.4421382546424866,-0.06812146306037903,0.48245251178741455,0.8751371502876282,-0.025030013173818588,0.027350980788469315
1680006421756575705,16599,1680006421756455293,j2s6s300_link_base,-0.3918231725692749,-0.44244667887687683,-0.0684068351984024,0.4824729263782501,0.8751108050346375,-0.025918561965227127,0.027006259188055992
1680006421856585060,16600,1680006421856458595,j2s6s300_link_base,-0.39172452688217163,-0.44242632389068604,-0.06912583112716675,0.48244747519493103,0.8751263618469238,-0.025923214852809906,0.026953477412462234
1680006421957577773,16601,1680006421957452954,j2s6s300_link_base,-0.391436368227005,-0.4428299367427826,-0.06962676346302032,0.48209306597709656,0.8753182888031006,-0.026134328916668892,0.026853669434785843
1680006422056619794,16602,1680006422056491556,j2s6s300_link_base,-0.3917330205440521,-0.4437246322631836,-0.0699022114276886,0.48177504539489746,0.8754676580429077,-0.027437549084424973,0.026389772072434425
1680006422156571106,16603,1680006422156445493,j2s6s300_link_base,-0.39255622029304504,-0.44500571489334106,-0.07015784084796906,0.481526643037796,0.8755478262901306,-0.029992876574397087,0.025465205311775208
1680006422256654302,16604,1680006422256490189,j2s6s300_link_base,-0.39344972372055054,-0.44627946615219116,-0.0706084817647934,0.481321781873703,0.8755877614021301,-0.03286980837583542,0.024393826723098755
1680006422356643249,16605,1680006422356487410,j2s6s300_link_base,-0.39354753494262695,-0.4466456174850464,-0.0719468742609024,0.4812030792236328,0.8756304383277893,-0.03376270830631256,0.023977365344762802
1680006422456617341,16606,1680006422456485370,j2s6s300_link_base,-0.39301955699920654,-0.44689518213272095,-0.07378913462162018,0.480832576751709,0.8758385181427002,-0.033710405230522156,0.02388632483780384
1680006422556611354,16607,1680006422556481453,j2s6s300_link_base,-0.39108988642692566,-0.44823363423347473,-0.07513798773288727,0.47915443778038025,0.8767659664154053,-0.03346433490514755,0.02392788603901863
1680006422656618929,16608,1680006422656491130,j2s6s300_link_base,-0.389718621969223,-0.4494847059249878,-0.07657173275947571,0.47781074047088623,0.8774892091751099,-0.03386721760034561,0.02371661178767681
1680006422756699686,16609,1680006422756494733,j2s6s300_link_base,-0.38861605525016785,-0.4503232538700104,-0.07842674851417542,0.47682878375053406,0.8780178427696228,-0.03415127098560333,0.023507002741098404
1680006422856619372,16610,1680006422856491034,j2s6s300_link_base,-0.38782551884651184,-0.4509463906288147,-0.0799560546875,0.47611507773399353,0.8784000873565674,-0.03439924493432045,0.02333039790391922
1680006422956540078,16611,1680006422956475384,j2s6s300_link_base,-0.38797104358673096,-0.45208778977394104,-0.08070975542068481,0.4755990505218506,0.8786292672157288,-0.03605298325419426,0.02272224985063076
1680006423056625448,16612,1680006423056470550,j2s6s300_link_base,-0.3882885277271271,-0.4533478915691376,-0.08106544613838196,0.4751001298427582,0.8788485527038574,-0.03756289929151535,0.02222665771842003
1680006423156560213,16613,1680006423156459898,j2s6s300_link_base,-0.38868069648742676,-0.4543040096759796,-0.08084860444068909,0.4747927188873291,0.8789761066436768,-0.038629405200481415,0.021924111992120743
1680006423256681270,16614,1680006423256492298,j2s6s300_link_base,-0.3889770805835724,-0.45464152097702026,-0.08080846071243286,0.474765807390213,0.8789744973182678,-0.03906215354800224,0.021802889183163643
1680006423356631245,16615,1680006423356487783,j2s6s300_link_base,-0.3890294134616852,-0.4548109769821167,-0.0808754414319992,0.4747040867805481,0.8790010809898376,-0.03924468532204628,0.02174520306289196
1680006423456625393,16616,1680006423456492714,j2s6s300_link_base,-0.3890954852104187,-0.4551136791706085,-0.08080050349235535,0.4745769202709198,0.8790584802627563,-0.03954131156206131,0.02166343666613102
1680006423556560688,16617,1680006423556425361,j2s6s300_link_base,-0.3891785144805908,-0.4553806483745575,-0.08071394264698029,0.47447729110717773,0.8791011571884155,-0.03983406722545624,0.021580945700407028
1680006423656636763,16618,1680006423656497658,j2s6s300_link_base,-0.38925981521606445,-0.4556015431880951,-0.08062396943569183,0.4744010269641876,0.8791337013244629,-0.040053948760032654,0.021524302661418915
1680006423756705559,16619,1680006423756462962,j2s6s300_link_base,-0.3892872631549835,-0.45565372705459595,-0.08060500025749207,0.4743872284889221,0.8791385293006897,-0.040122054517269135,0.02150440774857998
1680006423856648349,16620,1680006423856478865,j2s6s300_link_base,-0.3893304467201233,-0.45574086904525757,-0.08057887852191925,0.4743631184101105,0.879146933555603,-0.04024370387196541,0.021467281505465508
1680006423956696673,16621,1680006423956450614,j2s6s300_link_base,-0.3893258571624756,-0.45581990480422974,-0.08056640625,0.47431883215904236,0.8791676759719849,-0.04032349959015846,0.021443000063300133
1680006424056619918,16622,1680006424056449417,j2s6s300_link_base,-0.3889651596546173,-0.4561704099178314,-0.08055524528026581,0.4739484190940857,0.8793659210205078,-0.04035229608416557,0.021448815241456032
1680006424156601439,16623,1680006424156450018,j2s6s300_link_base,-0.3877890408039093,-0.457482248544693,-0.08046014606952667,0.4726499915122986,0.8800548911094666,-0.04056612774729729,0.02144107222557068
1680006424256650330,16624,1680006424256441171,j2s6s300_link_base,-0.3869815766811371,-0.4598824083805084,-0.07995505630970001,0.47096455097198486,0.8809018731117249,-0.041924942284822464,0.021130219101905823
1680006424356719012,16625,1680006424356456919,j2s6s300_link_base,-0.3867979645729065,-0.46242108941078186,-0.07916589081287384,0.46952855587005615,0.8815927505493164,-0.04367142543196678,0.0207366943359375
1680006424456581521,16626,1680006424456463648,j2s6s300_link_base,-0.386369913816452,-0.46447455883026123,-0.07859925925731659,0.4682275056838989,0.8822283148765564,-0.04491047561168671,0.020473817363381386
1680006424556629419,16627,1680006424556488508,j2s6s300_link_base,-0.38533517718315125,-0.4667229950428009,-0.07813394069671631,0.46651652455329895,0.8830862045288086,-0.04592909663915634,0.020287729799747467
1680006424656651108,16628,1680006424656495063,j2s6s300_link_base,-0.38389530777931213,-0.4697568416595459,-0.07750137150287628,0.46419018507003784,0.8842456340789795,-0.047274500131607056,0.020054452121257782
1680006424756702284,16629,1680006424756465323,j2s6s300_link_base,-0.38344132900238037,-0.4732280969619751,-0.07642781734466553,0.4621511697769165,0.8851972222328186,-0.049590084701776505,0.01956969127058983
1680006424856603960,16630,1680006424856461138,j2s6s300_link_base,-0.3828350603580475,-0.47819170355796814,-0.07483658194541931,0.4592738151550293,0.8865150213241577,-0.052932847291231155,0.018889345228672028
1680006424956604048,16631,1680006424956461233,j2s6s300_link_base,-0.3795832693576813,-0.4847792983055115,-0.07355736196041107,0.4542243182659149,0.8889428973197937,-0.055856719613075256,0.01845746859908104
1680006425056652178,16632,1680006425056487703,j2s6s300_link_base,-0.37577494978904724,-0.4904686510562897,-0.07272481918334961,0.4493638277053833,0.8912850618362427,-0.0578780397772789,0.018252763897180557
1680006425156611609,16633,1680006425156491249,j2s6s300_link_base,-0.37265846133232117,-0.4952199459075928,-0.07201018929481506,0.44534945487976074,0.8931591510772705,-0.06008439511060715,0.017905931919813156
1680006425256632797,16634,1680006425256493517,j2s6s300_link_base,-0.367050439119339,-0.5011967420578003,-0.07146894931793213,0.4394167959690094,0.8959808349609375,-0.06175043433904648,0.01783864200115204
1680006425356625839,16635,1680006425356488139,j2s6s300_link_base,-0.3636229634284973,-0.5080907940864563,-0.07070623338222504,0.4342188835144043,0.8981301188468933,-0.06740140914916992,0.016530681401491165
1680006425456657488,16636,1680006425456493228,j2s6s300_link_base,-0.36206063628196716,-0.5150661468505859,-0.06957373023033142,0.4300086796283722,0.8995887041091919,-0.07494600862264633,0.014687886461615562
1680006425556579795,16637,1680006425556452671,j2s6s300_link_base,-0.3595261871814728,-0.5215944051742554,-0.06840132176876068,0.42552176117897034,0.9012452960014343,-0.08065850287675858,0.013503320515155792
1680006425656649795,16638,1680006425656490049,j2s6s300_link_base,-0.35400426387786865,-0.5289850234985352,-0.06735056638717651,0.419050008058548,0.9039062857627869,-0.08474063128232956,0.013019545003771782
1680006425756693649,16639,1680006425756456143,j2s6s300_link_base,-0.3519408106803894,-0.5386582016944885,-0.06509685516357422,0.4134126305580139,0.9055160880088806,-0.09492751955986023,0.01092611439526081
1680006425856620493,16640,1680006425856494117,j2s6s300_link_base,-0.35136500000953674,-0.5481005311012268,-0.0624835342168808,0.40872976183891296,0.9064050316810608,-0.10628645122051239,0.008544117212295532
1680006425956648458,16641,1680006425956487113,j2s6s300_link_base,-0.34735971689224243,-0.5563544034957886,-0.060693979263305664,0.4028184711933136,0.9081969261169434,-0.11339990049600601,0.007487747818231583
1680006426056666417,16642,1680006426056493043,j2s6s300_link_base,-0.3393748104572296,-0.5649549961090088,-0.05948817729949951,0.3946667015552521,0.9111822247505188,-0.118026964366436,0.007399991154670715
1680006426156608501,16643,1680006426156506886,j2s6s300_link_base,-0.3327150046825409,-0.572555661201477,-0.05841132998466492,0.3876971900463104,0.9135162830352783,-0.12299706041812897,0.007118284702301025
1680006426256647914,16644,1680006426256492519,j2s6s300_link_base,-0.3278671205043793,-0.5777233839035034,-0.057693466544151306,0.3827988803386688,0.9151296019554138,-0.12630854547023773,0.00700179859995842
1680006426356622216,16645,1680006426356495394,j2s6s300_link_base,-0.3172757923603058,-0.5853767991065979,-0.057167068123817444,0.3736777901649475,0.9185371994972229,-0.12882260978221893,0.007674276828765869
1680006426456619102,16646,1680006426456491823,j2s6s300_link_base,-0.30455631017684937,-0.5931793451309204,-0.05712248384952545,0.3632832467556,0.922473132610321,-0.13035255670547485,0.008763760328292847
1680006426556608070,16647,1680006426556462257,j2s6s300_link_base,-0.2944231927394867,-0.5984892249107361,-0.057169556617736816,0.3553377389907837,0.9255136847496033,-0.13062697649002075,0.009803034365177155
1680006426656656887,16648,1680006426656495593,j2s6s300_link_base,-0.28709959983825684,-0.6020142436027527,-0.05724009871482849,0.3496951460838318,0.9276638031005859,-0.13054026663303375,0.010599277913570404
1680006426756625824,16649,1680006426756496895,j2s6s300_link_base,-0.2768356204032898,-0.606698215007782,-0.05744768679141998,0.3418451249599457,0.930604100227356,-0.130309596657753,0.011714208871126175
1680006426856657964,16650,1680006426856493395,j2s6s300_link_base,-0.2668255865573883,-0.6110221743583679,-0.05773043632507324,0.33424118161201477,0.9333886504173279,-0.1300176978111267,0.012796280905604362
1680006426956595705,16651,1680006426956453256,j2s6s300_link_base,-0.258204847574234,-0.6147130131721497,-0.05774693191051483,0.3276683986186981,0.935716450214386,-0.1299239844083786,0.013708679005503654
1680006427056657344,16652,1680006427056495532,j2s6s300_link_base,-0.2431928962469101,-0.6207685470581055,-0.057823896408081055,0.3162393569946289,0.9396478533744812,-0.1296987384557724,0.015257349237799644
1680006427156653121,16653,1680006427156490881,j2s6s300_link_base,-0.22825782001018524,-0.6259194016456604,-0.05875536799430847,0.3050138056278229,0.9434460401535034,-0.12882259488105774,0.016762102022767067
1680006427256626025,16654,1680006427256496014,j2s6s300_link_base,-0.21696972846984863,-0.6285172700881958,-0.061281636357307434,0.2969760298728943,0.9462636113166809,-0.12675665318965912,0.017975419759750366
1680006427356624175,16655,1680006427356493308,j2s6s300_link_base,-0.20750318467617035,-0.6303210258483887,-0.06369435787200928,0.29031288623809814,0.9485750198364258,-0.12475371360778809,0.018983587622642517
1680006427456625778,16656,1680006427456464198,j2s6s300_link_base,-0.19848650693893433,-0.6319514513015747,-0.06554003059864044,0.2839314341545105,0.9507116079330444,-0.12302009761333466,0.01990998163819313
1680006427556613381,16657,1680006427556464599,j2s6s300_link_base,-0.18924938142299652,-0.6332432627677917,-0.06684522330760956,0.2774418890476227,0.9528362154960632,-0.12122375518083572,0.02083037607371807
1680006427656627132,16658,1680006427656463497,j2s6s300_link_base,-0.1783623993396759,-0.6350516676902771,-0.06779247522354126,0.26963579654693604,0.9552491903305054,-0.11965344101190567,0.021877894178032875
1680006427756698516,16659,1680006427756457743,j2s6s300_link_base,-0.16572999954223633,-0.6374451518058777,-0.0684768557548523,0.26037314534187317,0.9579458236694336,-0.11838505417108536,0.02303604781627655
1680006427856584599,16660,1680006427856463907,j2s6s300_link_base,-0.15601904690265656,-0.6392620205879211,-0.06885461509227753,0.2532201111316681,0.9599395990371704,-0.11757320165634155,0.023917417973279953
1680006427956642920,16661,1680006427956463152,j2s6s300_link_base,-0.14564186334609985,-0.6407296061515808,-0.06943309307098389,0.24566267430782318,0.9620214700698853,-0.11639165133237839,0.02485021762549877
1680006428056630403,16662,1680006428056464400,j2s6s300_link_base,-0.13393139839172363,-0.6399598121643066,-0.07126671075820923,0.2376343011856079,0.9644315242767334,-0.11284554749727249,0.0258390624076128
1680006428156629300,16663,1680006428156496213,j2s6s300_link_base,-0.12357017397880554,-0.6384488940238953,-0.07319414615631104,0.2306073158979416,0.9665487408638,-0.10905702412128448,0.026651063933968544
1680006428256657902,16664,1680006428256497218,j2s6s300_link_base,-0.11207365989685059,-0.6382834911346436,-0.07440610229969025,0.2222992181777954,0.9687492847442627,-0.106541208922863,0.027509288862347603
