%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1680006964057293892,22022,1680006964057128361,j2s6s300_link_base,-0.38299089670181274,-0.5701755881309509,-0.01286664605140686,0.4458492696285248,0.8943033218383789,-0.01695871725678444,0.033946841955184937
1680006964160457884,22023,1680006964160107168,j2s6s300_link_base,-0.38299015164375305,-0.570174515247345,-0.012867629528045654,0.44584590196609497,0.8943049907684326,-0.01695723831653595,0.03394705802202225
1680006964257085851,22024,1680006964256998088,j2s6s300_link_base,-0.3829893469810486,-0.5701751112937927,-0.012868046760559082,0.4458419382572174,0.894307017326355,-0.016957826912403107,0.03394690901041031
1680006964357152848,22025,1680006964356998340,j2s6s300_link_base,-0.38298892974853516,-0.570174515247345,-0.012868613004684448,0.44583985209465027,0.8943080306053162,-0.016956906765699387,0.03394700214266777
1680006964457164431,22026,1680006964456997299,j2s6s300_link_base,-0.38298842310905457,-0.5701739192008972,-0.012869149446487427,0.44583770632743835,0.8943091034889221,-0.016956087201833725,0.033947162330150604
1680006964557121329,22027,1680006964557031109,j2s6s300_link_base,-0.38298842310905457,-0.5701739192008972,-0.012869149446487427,0.4458354711532593,0.8943102359771729,-0.01695617474615574,0.03394711762666702
1680006964657181194,22028,1680006964657035758,j2s6s300_link_base,-0.3829881250858307,-0.5701735019683838,-0.012869536876678467,0.44583436846733093,0.8943107724189758,-0.016955502331256866,0.03394719585776329
1680006964757147184,22029,1680006964757023041,j2s6s300_link_base,-0.3829881250858307,-0.5701735019683838,-0.012869536876678467,0.445833295583725,0.8943113088607788,-0.01695554330945015,0.0339471772313118
1680006964857127292,22030,1680006964856998215,j2s6s300_link_base,-0.3829876780509949,-0.5701728463172913,-0.012870073318481445,0.4458322823047638,0.8943118453025818,-0.0169546976685524,0.033947329968214035
1680006964957143502,22031,1680006964957036415,j2s6s300_link_base,-0.3829880952835083,-0.5701733231544495,-0.012870073318481445,0.4458310008049011,0.8943125009536743,-0.016955822706222534,0.033947017043828964
1680006965057185194,22032,1680006965057035995,j2s6s300_link_base,-0.38298773765563965,-0.570172905921936,-0.012870460748672485,0.44582992792129517,0.8943129777908325,-0.01695512793958187,0.03394713252782822
1680006965157154446,22033,1680006965156995221,j2s6s300_link_base,-0.38298773765563965,-0.570172905921936,-0.012870460748672485,0.4458288550376892,0.8943135142326355,-0.016955168917775154,0.033947110176086426
1680006965257124790,22034,1680006965256993818,j2s6s300_link_base,-0.38298729062080383,-0.5701732635498047,-0.012870430946350098,0.4458281695842743,0.8943138122558594,-0.016955453902482986,0.033948175609111786
1680006965357168548,22035,1680006965357039148,j2s6s300_link_base,-0.3829868733882904,-0.5701726675033569,-0.012870997190475464,0.4458281993865967,0.8943138718605042,-0.016954567283391953,0.03394835442304611
